Item number,SKU Size,Parent Bulk Item Number,Product name,GFS_ReasonName,Item in Catalog,Show pricing to web,Parent Bulk Item Site,GFS Express,Search name,Production type,Brand,CAS #,DEA Controlled,Hazardous,Hazard Class,Product service type,Packing Group,Visible in webshop
60351,500 G,1922,"POTASSIUM CHLORATE, BIO-REFINED",,Yes,Yes,20,No,"Potassium Chlorate, Bio-Refined",BOM,BIO-REFINED,3811-04-9,No,Yes,"5.1,",Not specified,PGII,Yes
60361,500 G,1923,"POTASSIUM CHLORIDE, BIO-REFINED",,Yes,Yes,20,No,"Potassium Chloride, Bio-Refined",BOM,BIO-REFINED,7447-40-7,No,No,,Not specified,,Yes
60371,1 KG,2998,"Potassium Chloride, 98%, Technical Grade",,Yes,Yes,10,No,"Potassium Chloride, 98%, Technical Grade",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
60372,5 KG,2998,"Potassium Chloride, 98%, Technical Grade",,Yes,No,10,No,"Potassium Chloride, 98%, Technical Grade",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
60374,50 KG,2998,"Potassium Chloride, 98%, Technical Grade",,Yes,No,10,No,"Potassium Chloride, 98%, Technical Grade",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
60381,500 G,3640,"POTASSIUM CARBONATE, ANHYDROUS, GRANULAR, 99%",,Yes,Yes,10,No,"Potassium Carbonate, 99%, Anhydrous, Granular",BOM,GFS GENERIC,584-08-7,No,No,,Not specified,,Yes
60382,2.5 KG,3640,"POTASSIUM CARBONATE, ANHYDROUS, GRANULAR, 99%",,Yes,Yes,10,No,"Potassium Carbonate, 99%, Anhydrous, Granular",BOM,GFS GENERIC,584-08-7,No,No,,Not specified,,Yes
60383,10 KG,3640,"POTASSIUM CARBONATE, ANHYDROUS, GRANULAR, 99%",,Yes,No,10,No,"Potassium Carbonate, 99%, Anhydrous, Granular",BOM,GFS GENERIC,584-08-7,No,No,,Not specified,,Yes
60384,50 KG,3640,"POTASSIUM CARBONATE, ANHYDROUS, GRANULAR, 99%",,Yes,No,10,No,"Potassium Carbonate, 99%, Anhydrous, Granular",BOM,GFS GENERIC,584-08-7,No,No,,Not specified,,Yes
60400,100 G,729,"POTASSIUM BROMIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Bromide, ACS",BOM,GFS GENERIC,7758-02-3,No,No,,Not specified,,Yes
60401,500 G,729,"POTASSIUM BROMIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Bromide, ACS",BOM,GFS GENERIC,7758-02-3,No,No,,Not specified,,Yes
60402,2.5 KG,729,"POTASSIUM BROMIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Bromide, ACS",BOM,GFS GENERIC,7758-02-3,No,No,,Not specified,,Yes
60403,10 KG,729,"POTASSIUM BROMIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Bromide, ACS",BOM,GFS GENERIC,7758-02-3,No,No,,Not specified,,Yes
60404,50 KG,729,"POTASSIUM BROMIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Bromide, ACS",BOM,GFS GENERIC,7758-02-3,No,No,,Not specified,,Yes
60411,25 G,1098,"POTASSIUM BROMIDE, for IR",,Yes,Yes,20,No,"Potassium Bromide, For IR",BOM,GFS GENERIC,7758-02-3,No,No,,Not specified,,Yes
60412,100 G,1098,"POTASSIUM BROMIDE, for IR",,Yes,Yes,20,No,"Potassium Bromide, For IR",BOM,GFS GENERIC,7758-02-3,No,No,,Not specified,,Yes
60421,100 ML,3781,"POTASSIUM t-BUTOXIDE, 20%, in TETRAHYDROFURAN",,Yes,Yes,20,No,"Potassium T-Butoxide, 20% Solution In Tetrahydrofuran",BOM,GFS GENERIC,865-47-4,No,Yes,"3, (8),",Not specified,PGII,Yes
60422,1 L,3781,"POTASSIUM t-BUTOXIDE, 20%, in TETRAHYDROFURAN",,Yes,Yes,20,No,"Potassium T-Butoxide, 20% Solution In Tetrahydrofuran",BOM,GFS GENERIC,865-47-4,No,Yes,"3, (8),",Not specified,PGII,Yes
60423,4 L,3781,"POTASSIUM t-BUTOXIDE, 20%, in TETRAHYDROFURAN",,Yes,Yes,20,No,"Potassium T-Butoxide, 20% Solution In Tetrahydrofuran",BOM,GFS GENERIC,865-47-4,No,Yes,"3, (8),",Not specified,PGII,Yes
60424,18 L,3781,"POTASSIUM t-BUTOXIDE, 20%, in TETRAHYDROFURAN",,Yes,No,20,No,"Potassium T-Butoxide, 20% Solution In Tetrahydrofuran",BOM,GFS ORGANIC,865-47-4,No,Yes,"3, (8),",Not specified,PGII,Yes
60425,204 L,3781,"POTASSIUM t-BUTOXIDE, 20%, in TETRAHYDROFURAN",,Yes,No,20,No,"Potassium T-Butoxide, 20% Solution In Tetrahydrofuran",BOM,GFS ORGANIC,865-47-4,No,Yes,"3, (8),",Not specified,PGII,Yes
60431,50 G,2550,"POTASSIUM tert-BUTOXIDE, REAGENT, 95%",,Yes,Yes,20,No,"Potassium Tert-Butoxide, 95% Reagent",BOM,GFS GENERIC,865-47-4,No,Yes,"8, (4.1),",Not specified,PG I,Yes
60432,250 G,2550,"POTASSIUM tert-BUTOXIDE, REAGENT, 95%",,Yes,Yes,20,No,"Potassium Tert-Butoxide, 95% Reagent",BOM,GFS GENERIC,865-47-4,No,Yes,"8, (4.1),",Not specified,PG I,Yes
60433,1 KG,2550,"POTASSIUM tert-BUTOXIDE, REAGENT, 95%",,Yes,Yes,20,No,"Potassium Tert-Butoxide, 95% Reagent",BOM,GFS GENERIC,865-47-4,No,Yes,"8, (4.1),",Not specified,PG I,Yes
60435,9.6 KG,2550,"POTASSIUM tert-BUTOXIDE, REAGENT, 95%",,Yes,Yes,20,No,"Potassium Tert-Butoxide, 95% Reagent",BOM,GFS GENERIC,865-47-4,No,Yes,"8, (4.1),",Not specified,PG I,Yes
60441,500 G,985,"POTASSIUM CARBONATE, ANHYDROUS, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Carbonate, Anhydrous, ACS",BOM,GFS GENERIC,584-08-7,No,No,,Not specified,,Yes
60442,2.5 KG,985,"POTASSIUM CARBONATE, ANHYDROUS, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Carbonate, Anhydrous, ACS",BOM,GFS GENERIC,584-08-7,No,No,,Not specified,,Yes
60443,10 KG,985,"POTASSIUM CARBONATE, ANHYDROUS, REAGENT (ACS)",,Yes,No,20,No,"Potassium Carbonate, Anhydrous, ACS",BOM,GFS GENERIC,584-08-7,No,No,,Not specified,,Yes
60444,50 KG,985,"POTASSIUM CARBONATE, ANHYDROUS, REAGENT (ACS)",,Yes,No,20,No,"Potassium Carbonate, Anhydrous, ACS",BOM,GFS GENERIC,584-08-7,No,No,,Not specified,,Yes
60451,500 G,986,"POTASSIUM CARBONATE, SESQUIHYDRATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Carbonate, Sesquihydrate, ACS",BOM,GFS GENERIC,6381-79-9,No,No,,Not specified,,Yes
60452,2.5 KG,986,"POTASSIUM CARBONATE, SESQUIHYDRATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Carbonate, Sesquihydrate, ACS",BOM,GFS GENERIC,6381-79-9,No,No,,Not specified,,Yes
60453,10 KG,986,"POTASSIUM CARBONATE, SESQUIHYDRATE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Carbonate, Sesquihydrate, ACS",BOM,GFS GENERIC,6381-79-9,No,No,,Not specified,,Yes
60454,50 KG,986,"POTASSIUM CARBONATE, SESQUIHYDRATE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Carbonate, Sesquihydrate, ACS",BOM,GFS GENERIC,6381-79-9,No,No,,Not specified,,Yes
6046,BULK L,6046,"N,N-Dimethylacetamide (DMAc), GC Headspace, Veritas Ultimate",,Yes,No,20,No,"N,N-Dimethylacetamide (DMAc), GC Headspace, Veritas Ultimate",None,,127-19-5,No,No,,Not specified,,Yes
6047,BULK L,6047,"N,N-Dimethylformamide (DMF), GC Headspace, Veritas Ultimate",,Yes,No,20,No,"N,N-Dimethylformamide (DMF), GC Headspace, Veritas Ultimate",None,,68-12-2,No,Yes,"3,",Not specified,PGIII,Yes
6048,BULK L,6048,"Dimethyl Sulfoxide (DMSO), GC Headspace, Veritas Ultimate",,Yes,No,20,No,"Dimethyl Sulfoxide (DMSO), GC Headspace, Veritas Ultimate",None,,67-68-5,No,No,,Not specified,,Yes
60480,100 G,987,"Potassium Chlorate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Chlorate, ACS",BOM,GFS GENERIC,3811-04-9,No,Yes,"5.1,",Not specified,PGII,Yes
60481,500 G,987,"Potassium Chlorate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Chlorate, ACS",BOM,GFS GENERIC,3811-04-9,No,Yes,"5.1,",Not specified,PGII,Yes
60482,2.5 KG,987,"Potassium Chlorate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Chlorate, ACS",BOM,GFS GENERIC,3811-04-9,No,Yes,"5.1,",Not specified,PGII,Yes
60483,10 KG,987,"Potassium Chlorate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Chlorate, ACS",BOM,GFS GENERIC,3811-04-9,No,Yes,"5.1,",Not specified,PGII,Yes
60484,50 KG,987,"Potassium Chlorate, Reagent (ACS)",,Yes,No,10,No,"Potassium Chlorate, ACS",BOM,GFS GENERIC,3811-04-9,No,Yes,"5.1,",Not specified,PGII,Yes
60485,500 KG,987,"Potassium Chlorate, Reagent (ACS)",,Yes,No,10,No,"Potassium Chlorate, ACS",BOM,GFS GENERIC,3811-04-9,No,Yes,"5.1,",Not specified,PGII,Yes
60486,1000 KG,987,"Potassium Chlorate, Reagent (ACS)",,Yes,No,10,No,"Potassium Chlorate, ACS",BOM,GFS GENERIC,3811-04-9,No,Yes,"5.1,",Not specified,PGII,Yes
60487,25 KG,987,"Potassium Chlorate, Reagent (ACS)",,Yes,No,10,No,"Potassium Chlorate, ACS",BOM,GFS GENERIC,3811-04-9,No,Yes,"5.1,",Not specified,PGII,Yes
6049,BULK L,6049,"1-Methyl-2-Pyrrolidone (NMP), GC Headspace, Veritas Ultimate",,Yes,No,20,No,"1-Methyl-2-Pyrrolidone (NMP), GC Headspace, Veritas Ultimate",None,,872-50-4,No,No,,Not specified,,Yes
60491,50 G,1217,"POTASSIUM CHLORIDE, 99.998%",,Yes,Yes,20,No,"Potassium Chloride, 99.998%",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
60492,250 G,1217,"POTASSIUM CHLORIDE, 99.998%",,Yes,Yes,20,No,"Potassium Chloride, 99.998%",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
60493,10 G,1217,"POTASSIUM CHLORIDE, 99.998%",,Yes,Yes,20,No,"Potassium Chloride, 99.998%",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
605,BULK KG,605,"FERRIC AMMONIUM SULFATE, DODECAHYDRATE, REAGENT (ACS)",RAW,Yes,No,20,No,"Ferric Ammonium Sulfate, Dodecahydrate, ACS",None,GFS GENERIC,7783-83-7,No,No,,Not specified,,Yes
6050,BULK L,6050,"Benzyl alcohol (BnOH), GC Headspace, Veritas Ultimate",,Yes,No,20,No,"Benzyl alcohol (BnOH), GC Headspace, Veritas Ultimate",None,,100-51-6,No,No,,Not specified,,Yes
60501,500 G,653,"POTASSIUM CHLORIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Chloride, ACS",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
60502,2.5 KG,653,"POTASSIUM CHLORIDE, REAGENT (ACS)",,Yes,Yes,20,Yes,"Potassium Chloride, ACS",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
60503,10 KG,653,"POTASSIUM CHLORIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Chloride, ACS",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
60504,50 KG,653,"POTASSIUM CHLORIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Chloride, ACS",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
6051,BULK L,6051,"Acetonitrile, for PFAS analysis",,Yes,No,20,No,"Acetonitrile, for PFAS analysis",BOM,,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
60511,500 ML,1179,"POTASSIUM CHLORIDE, SOLUTION, 4 M",,Yes,Yes,20,No,"Potassium Chloride, 4 M Solution",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
6052,BULK L,6052,"Methanol, for PFAS analysis",,Yes,No,20,No,"Methanol, for PFAS analysis",BOM,,67-56-1,No,Yes,"3,",Not specified,PGII,Yes
60521,500 ML,384,"POTASSIUM CHLORIDE, SOLUTION, 1 N",,Yes,Yes,20,No,"Potassium Chloride, 1 N Solution",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
60522,2.5 L,384,"POTASSIUM CHLORIDE, SOLUTION, 1 N",,Yes,Yes,20,No,"Potassium Chloride, 1 N Solution",BOM,GFS GENERIC,7447-40-7,No,No,,Not specified,,Yes
6053,BULK L,6053,"Water, for PFAS analysis",,Yes,No,20,No,"Water, for PFAS analysis",Formula,VERITAS,7732-18-5,No,No,,Not specified,,Yes
6054,BULK L,6054,"Acetonitrile, UHPLC-MS, Veritas Ultimate",,Yes,No,20,No,"Acetonitrile, UHPLC-MS",BOM,,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
60541,1 G,988,POTASSIUM HEXACHLOROPLATINATE (IV),,Yes,Yes,20,No,Potassium Hexachloroplatinate (IV),BOM,GFS GENERIC,16921-30-5,No,Yes,"6.1,",Not specified,PGIII,Yes
60542,5 G,988,POTASSIUM HEXACHLOROPLATINATE (IV),,Yes,Yes,20,No,Potassium Hexachloroplatinate (IV),BOM,GFS GENERIC,16921-30-5,No,Yes,"6.1,",Not specified,PGIII,Yes
6055,BULK L,6055,"Methanol, UHPLC-MS, Veritas Ultimate",,Yes,No,20,No,"Methanol, UHPLC-MS",None,,67-56-1,No,Yes,"3,",Not specified,PGII,Yes
60551,500 ML,1180,"POTASSIUM CHROMATE, SOLUTION, 5%",,Yes,Yes,20,No,"Potassium Chromate, 5% Solution",BOM,GFS GENERIC,7789-00-6,No,No,,Not specified,,Yes
60561,500 G,989,"POTASSIUM CHROMATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Chromate, ACS",BOM,GFS GENERIC,7789-00-6,No,Yes,"6.1,",Not specified,PGIII,Yes
60562,2.5 KG,989,"POTASSIUM CHROMATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Chromate, ACS",BOM,GFS GENERIC,7789-00-6,No,Yes,"6.1,",Not specified,PGIII,Yes
60563,100 G,989,"POTASSIUM CHROMATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Chromate, ACS",BOM,GFS GENERIC,7789-00-6,No,Yes,"6.1,",Not specified,PGIII,Yes
60564,10 KG,989,"POTASSIUM CHROMATE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Chromate, ACS",BOM,GFS GENERIC,7789-00-6,No,Yes,"6.1,",Not specified,PGIII,Yes
60571,100 G,1076,"POTASSIUM CYANATE, REAGENT",,Yes,Yes,20,No,"Potassium Cyanate, Reagent",BOM,GFS GENERIC,590-28-3,No,No,,Not specified,,Yes
60572,500 G,1076,"POTASSIUM CYANATE, REAGENT",,Yes,Yes,20,No,"Potassium Cyanate, Reagent",BOM,GFS GENERIC,590-28-3,No,No,,Not specified,,Yes
60591,500 G,1181,"Potassium Citrate, Tribasic, Monohydrate, Reagent",,Yes,Yes,10,No,"Potassium Citrate, Tribasic, Monohydrate, Reagent",BOM,GFS GENERIC,6100-05-6,No,No,,Not specified,,Yes
60592,2.5 KG,1181,"Potassium Citrate, Tribasic, Monohydrate, Reagent",,Yes,Yes,10,No,"Potassium Citrate, Tribasic, Monohydrate, Reagent",BOM,GFS GENERIC,6100-05-6,No,No,,Not specified,,Yes
60593,10 KG,1181,"Potassium Citrate, Tribasic, Monohydrate, Reagent",,Yes,No,10,No,"Potassium Citrate, Tribasic, Monohydrate, Reagent",BOM,GFS GENERIC,6100-05-6,No,No,,Not specified,,Yes
60594,50 KG,1181,"Potassium Citrate, Tribasic, Monohydrate, Reagent",,Yes,No,10,No,"Potassium Citrate, Tribasic, Monohydrate, Reagent",BOM,GFS GENERIC,6100-05-6,No,No,,Not specified,,Yes
606,BULK KG,606,"FERRIC SULFATE, HYDRATED, REAGENT",,Yes,No,20,No,"Ferric Sulfate, Hydrated, Reagent",None,GFS GENERIC,15244-10-7,No,No,,Not specified,,Yes
60601,100 G,78,"POTASSIUM DICHROMATE, CERTIFIED",,Yes,Yes,20,No,"Potassium Dichromate, Certified",BOM,VERITAS,7778-50-9,No,Yes,"6.1,",Not specified,PGII,Yes
60602,500 G,78,"POTASSIUM DICHROMATE, CERTIFIED",,Yes,Yes,20,No,"Potassium Dichromate, Certified",BOM,VERITAS,7778-50-9,No,Yes,"6.1,",Not specified,PGII,Yes
60611,4 L,1563,"POTASSIUM DICHROMATE, 0.025 N, SOLUTION",,Yes,Yes,20,No,"Potassium Dichromate, 0.025 N Solution",BOM,GFS GENERIC,7778-50-9,No,No,,Not specified,,Yes
60621,4 L,730,"POTASSIUM DICHROMATE, 0.1 N, SOLUTION",,Yes,Yes,20,No,"Potassium Dichromate, 0.1 N, Solution",BOM,GFS GENERIC,7778-50-9,No,No,,Not specified,,Yes
60622,4 X 4 L,730,"POTASSIUM DICHROMATE, 0.1 N, SOLUTION",,Yes,Yes,20,No,"Potassium Dichromate, 0.1 N, Solution",BOM,GFS GENERIC,7778-50-9,No,No,,Not specified,,Yes
60623,20 L,730,"POTASSIUM DICHROMATE, 0.1 N, SOLUTION",,Yes,Yes,20,No,"Potassium Dichromate, 0.1 N, Solution",BOM,GFS GENERIC,7778-50-9,No,No,,Not specified,,Yes
60630,100 G,1097,"Potassium Dichromate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Dichromate, ACS",BOM,GFS GENERIC,7778-50-9,No,Yes,"6.1,",Not specified,PGII,Yes
60631,500 G,1097,"Potassium Dichromate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Dichromate, ACS",BOM,GFS GENERIC,7778-50-9,No,Yes,"6.1,",Not specified,PGII,Yes
60632,2.5 KG,1097,"Potassium Dichromate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Dichromate, ACS",BOM,GFS GENERIC,7778-50-9,No,Yes,"6.1,",Not specified,PGII,Yes
60633,10 KG,1097,"Potassium Dichromate, Reagent (ACS)",,Yes,Yes,10,No,"Potassium Dichromate, ACS",BOM,GFS GENERIC,7778-50-9,No,Yes,"6.1,",Not specified,PGII-RQ,Yes
60634,50 KG,1097,"Potassium Dichromate, Reagent (ACS)",,Yes,No,10,No,"Potassium Dichromate, ACS",BOM,GFS GENERIC,7778-50-9,No,Yes,"6.1,",Not specified,PGII,Yes
6065,BULK L,6065,"WATERMARK KARL FISCHER SOLVENT FOR FATS AND OILS, ONE-COMPONENT",,Yes,No,20,No,WATERMARK KARL FISCHER SOLVENT FOR FATS AND OILS ONE-COMPONENT,Formula,WATERMARK,,No,No,,Not specified,,Yes
60650,100 G,991,"POTASSIUM FERRICYANIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Ferricyanide, ACS",BOM,GFS GENERIC,13746-66-2,No,No,,Not specified,,Yes
60651,500 G,991,"POTASSIUM FERRICYANIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Ferricyanide, ACS",BOM,GFS GENERIC,13746-66-2,No,No,,Not specified,,Yes
60652,2.5 KG,991,"POTASSIUM FERRICYANIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Ferricyanide, ACS",BOM,GFS GENERIC,13746-66-2,No,No,,Not specified,,Yes
60653,10 KG,991,"POTASSIUM FERRICYANIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Ferricyanide, ACS",BOM,GFS GENERIC,13746-66-2,No,No,,Not specified,,Yes
60654,50 KG,991,"POTASSIUM FERRICYANIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Ferricyanide, ACS",BOM,GFS GENERIC,13746-66-2,No,No,,Not specified,,Yes
6066,BULK KG,6066,"POTASSIUM PERSULFATE, LOW NITROGEN (ACS)",,Yes,No,20,No,"POTASSIUM PERSULFATE, LOW NITROGEN (ACS)",Formula,GFS GENERIC,7727-21-1,No,Yes,"5.1,",Not specified,PGIII,Yes
60660,100 G,992,"POTASSIUM FERROCYANIDE, TRIHYDRATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Ferrocyanide, Trihydrate, ACS",BOM,GFS GENERIC,14459-95-1,No,No,,Not specified,,Yes
60661,500 G,992,"POTASSIUM FERROCYANIDE, TRIHYDRATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Ferrocyanide, Trihydrate, ACS",BOM,GFS GENERIC,14459-95-1,No,No,,Not specified,,Yes
60662,2.5 KG,992,"POTASSIUM FERROCYANIDE, TRIHYDRATE, REAGENT (ACS)",,Yes,Yes,20,No,"Potassium Ferrocyanide, Trihydrate, ACS",BOM,GFS GENERIC,14459-95-1,No,No,,Not specified,,Yes
60663,10 KG,992,"POTASSIUM FERROCYANIDE, TRIHYDRATE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Ferrocyanide, Trihydrate, ACS",BOM,GFS GENERIC,14459-95-1,No,No,,Not specified,,Yes
60664,50 KG,992,"POTASSIUM FERROCYANIDE, TRIHYDRATE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Ferrocyanide, Trihydrate, ACS",BOM,GFS GENERIC,14459-95-1,No,No,,Not specified,,Yes
60671,1 L,3571,"POTASSIUM DICHROMATE, 0.5 N, SOLUTION",,Yes,Yes,20,No,"Potassium Dichromate, 0.5 N, Solution",BOM,GFS GENERIC,7778-50-9,No,No,,Not specified,,Yes
60672,4 L,3571,"POTASSIUM DICHROMATE, 0.5 N, SOLUTION",,Yes,Yes,20,No,"Potassium Dichromate, 0.5 N, Solution",BOM,GFS GENERIC,7778-50-9,No,No,,Not specified,,Yes
6068,BULK L,6068,"MULTIELEMENT ICP STANDARD (Ag, As, Be, Cd, Cr, Cu, Mn, Mo, Ni, Pb, Sb, Se, TI, Zn), 0.5ppm, 2% HNO3",RAW,Yes,No,20,No,"MULTIELEMENT ICP STANDARD (Ag, As, Be, Cd, Cr, Cu, Mn, Mo, Ni, Pb, Sb, Se, TI, Zn), 0.5ppm, 2% HNO3",None,,,No,Yes,"8,",Not specified,PGII,Yes
60681,500 G,1993,"POTASSIUM FLUORIDE, TECHNICAL",,Yes,Yes,20,No,"Potassium Fluoride, Technical",BOM,GFS GENERIC,7789-23-3,No,Yes,"6.1,",Not specified,PGIII,Yes
60683,10 KG,1993,"POTASSIUM FLUORIDE, TECHNICAL",,Yes,No,20,No,"Potassium Fluoride, Technical",BOM,GFS GENERIC,7789-23-3,No,Yes,"6.1,",Not specified,PGIII,Yes
6069,BULK L,6069,"MULTIELEMENT ICP STANDARD (Ag, As, Be, Cd, Cr, Cu, Mn, Mo, Ni, Pb, Sb, Se, TI, Zn), 5ppm, 2% HNO3",,Yes,No,20,No,"MULTIELEMENT ICP STANDARD (Ag, As, Be, Cd, Cr, Cu, Mn, Mo, Ni, Pb, Sb, Se, TI, Zn), 5ppm, 2% HNO3",None,,,No,Yes,"8,",Not specified,PGIII,Yes
60691,25 G,A6021,"POTASSIUM FLUORIDE, 99.99%",,Yes,Yes,20,No,"Potassium Fluoride, 99.99%",BOM,GFS GENERIC,7789-23-3,No,Yes,"6.1,",Not specified,PGIII,Yes
60692,5 G,A6021,"POTASSIUM FLUORIDE, 99.99%",,Yes,Yes,20,No,"Potassium Fluoride, 99.99%",BOM,GFS GENERIC,7789-23-3,No,Yes,"6.1,",Not specified,PGIII,Yes
607,BULK KG,607,"Lead Nitrate, Reagent (ACS)",RAW,Yes,No,10,No,"Lead Nitrate, Reagent",None,GFS GENERIC,10099-74-8,No,Yes,"5.1, (6.1),",Not specified,PGII,Yes
6070,BULK L,6070,"MULTIELEMENT ICP STANDARD (Ag, As, Be, Cd, Cr, Cu, Mn, Mo, Ni, Pb, Sb, Se, TI, Zn), 7ppm,  2% HNO3",,Yes,No,20,No,"MULTIELEMENT ICP STANDARD (Ag, As, Be, Cd, Cr, Cu, Mn, Mo, Ni, Pb, Sb, Se, TI, Zn), 7ppm,  2% HNO3",None,,,No,Yes,"8,",Not specified,PGIII,Yes
60701,500 G,993,"POTASSIUM FLUORIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Fluoride, ACS",BOM,GFS GENERIC,7789-23-3,No,Yes,"6.1,",Not specified,PGIII,Yes
60702,2.5 KG,993,"POTASSIUM FLUORIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Fluoride, ACS",BOM,GFS GENERIC,7789-23-3,No,Yes,"6.1,",Not specified,PGIII,Yes
60703,10 KG,993,"POTASSIUM FLUORIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Fluoride, ACS",BOM,GFS GENERIC,7789-23-3,No,Yes,"6.1,",Not specified,PGIII,Yes
60704,50 KG,993,"POTASSIUM FLUORIDE, REAGENT (ACS)",,Yes,No,20,No,"Potassium Fluoride, ACS",BOM,GFS GENERIC,7789-23-3,No,Yes,"6.1,",Not specified,PGIII,Yes
6071,BULK L,6071,"MULTIELEMENT ICP STANDARD (Ag, As, Be, Cd, Cr, Cu, Mn, Mo, Ni, Pb, Sb, Se, TI, Zn), 10ppm,  2% HNO3",RAW,Yes,No,20,No,"MULTIELEMENT ICP STANDARD (Ag, As, Be, Cd, Cr, Cu, Mn, Mo, Ni, Pb, Sb, Se, TI, Zn), 10ppm,  2% HNO3",None,,,No,Yes,"8,",Not specified,PGIII,Yes
60740,100 G,2263,"Potassium Citrate, Monobasic, Reagent",,Yes,Yes,10,No,"Potassium Citrate, Monobasic, Reagent",BOM,GFS GENERIC,866-83-1,No,No,,Not specified,,Yes
60741,500 G,2263,"Potassium Citrate, Monobasic, Reagent",,Yes,Yes,10,No,"Potassium Citrate, Monobasic, Reagent",BOM,GFS GENERIC,866-83-1,No,No,,Not specified,,Yes
60742,2.5 KG,2263,"Potassium Citrate, Monobasic, Reagent",,Yes,Yes,10,No,"Potassium Citrate, Monobasic, Reagent",BOM,GFS GENERIC,866-83-1,No,No,,Not specified,,Yes
60743,10 KG,2263,"Potassium Citrate, Monobasic, Reagent",,Yes,No,10,No,"Potassium Citrate, Monobasic, Reagent",BOM,GFS GENERIC,866-83-1,No,No,,Not specified,,Yes
60744,50 KG,2263,"Potassium Citrate, Monobasic, Reagent",,Yes,No,10,No,"Potassium Citrate, Monobasic, Reagent",BOM,GFS GENERIC,866-83-1,No,No,,Not specified,,Yes
6075,BULK L,6075,"PROPYLENE GLYCOL, REAGENT (USP/Kosher)",RAW,Yes,No,20,No,"PROPYLENE GLYCOL, REAGENT (USP/Kosher)(USPKosher)",None,,57-55-6,No,No,,Not specified,,Yes
60761,100 G,3643,POTASSIUM HYDROGEN SULFATE,,Yes,Yes,20,No,Potassium Hydrogen Sulfate,BOM,GFS GENERIC,7646-93-7,No,Yes,"8,",Not specified,PGII,Yes
60762,500 G,3643,POTASSIUM HYDROGEN SULFATE,,Yes,Yes,20,No,Potassium Hydrogen Sulfate,BOM,GFS GENERIC,7646-93-7,No,Yes,"8,",Not specified,PGII,Yes
60763,2.5 KG,3643,POTASSIUM HYDROGEN SULFATE,,Yes,Yes,20,No,Potassium Hydrogen Sulfate,BOM,GFS GENERIC,7646-93-7,No,Yes,"8,",Not specified,PGII,Yes
