Item number,SKU Size,Parent Bulk Item Number,Product name,GFS_ReasonName,Item in Catalog,Show pricing to web,Parent Bulk Item Site,GFS Express,Search name,Production type,Brand,CAS #,DEA Controlled,Hazardous,Hazard Class,Product service type,Packing Group,Visible in webshop
16451,500 ML,4772,"DIETHYLENE GLYCOL MONOBUTYL ETHER, 99%",,Yes,Yes,20,No,"Diethylene Glycol Monobutyl Ether, 99%",BOM,GFS GENERIC,112-34-5,No,No,,Not specified,,Yes
16452,2.5 L,4772,"DIETHYLENE GLYCOL MONOBUTYL ETHER, 99%",,Yes,Yes,20,No,"Diethylene Glycol Monobutyl Ether, 99%",BOM,GFS GENERIC,112-34-5,No,No,,Not specified,,Yes
1646,BULK L,1646,"BUFFER SOLUTION, pH 11.33",RAW,Yes,No,20,No,"ph 11.33, Buffer Solution",None,GFS GENERIC,,No,No,,Not specified,,Yes
16461,1 G,5382,"2,4,6-TRI(4-PYRIDYL)-1,3,5-TRIAZINE, 98%",,Yes,Yes,20,No,"2,4,6-Tri(4-Pyridyl)-1,3,5-Triazine, 98%",BOM,GFS GENERIC,42333-78-8,No,No,,Not specified,,Yes
16462,5 G,5382,"2,4,6-TRI(4-PYRIDYL)-1,3,5-TRIAZINE, 98%",,Yes,Yes,20,No,"2,4,6-Tri(4-Pyridyl)-1,3,5-Triazine, 98%",BOM,GFS GENERIC,42333-78-8,No,No,,Not specified,,Yes
16463,25 G,5382,"2,4,6-TRI(4-PYRIDYL)-1,3,5-TRIAZINE, 98%",,Yes,Yes,20,No,"2,4,6-Tri(4-Pyridyl)-1,3,5-Triazine, 98%",BOM,GFS GENERIC,42333-78-8,No,No,,Not specified,,Yes
16464,100 G,5382,"2,4,6-TRI(4-PYRIDYL)-1,3,5-TRIAZINE, 98%",,Yes,No,20,No,"2,4,6-Tri(4-Pyridyl)-1,3,5-Triazine, 98%",BOM,GFS ORGANIC,42333-78-8,No,No,,Not specified,,Yes
1647,BULK L,1647,"BUFFER SOLUTION, pH 12.00",,Yes,No,20,No,"ph 12.00, Buffer Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
16471,100 G,3742,"BISMUTH, 99.9%, -100 mesh POWDER",,Yes,Yes,20,No,"Bismuth, 99.9%, -100 Mesh Powder",BOM,GFS GENERIC,7440-69-9,No,No,,Not specified,,Yes
16472,500 G,3742,"BISMUTH, 99.9%, -100 mesh POWDER",,Yes,Yes,20,No,"Bismuth, 99.9%, -100 Mesh Powder",BOM,GFS GENERIC,7440-69-9,No,No,,Not specified,,Yes
1648,BULK L,1648,"POTASSIUM IODATE, SOLUTION, 0.1 N (0.025 mol/L) TITRANT",,Yes,No,20,No,"Potassium Iodate, 0.1 N Solution (0.025 Mol/L) Titrant",Formula,GFS GENERIC,7758-05-6,No,No,,Not specified,,Yes
1649,BULK KG,1649,"SODIUM BOROHYDRIDE, GRANULAR, REAGENT (ACS)",RAW,Yes,No,20,No,"Sodium Borohydride, Granular, ACS",None,GFS GENERIC,16940-66-2,No,Yes,"4.3,",Not specified,PGI,Yes
16491,100 G,A0996,"BISMUTH, 99.999%, PIECES",,Yes,Yes,20,No,"Bismuth, 99.999%, Pieces",BOM,GFS GENERIC,7440-69-9,No,No,,Not specified,,Yes
16492,500 G,A0996,"BISMUTH, 99.999%, PIECES",,Yes,Yes,20,No,"Bismuth, 99.999%, Pieces",BOM,GFS GENERIC,7440-69-9,No,No,,Not specified,,Yes
165,BULK L,165,"1,10-PHENANTHROLINE FERROUS SULFATE SOLUTION, 0.025 M in WATER",,Yes,No,20,No,"1,10-Phenanthroline Ferrous Sulfate, 0.025 M Solution In Water",Formula,GFS GENERIC,14634-91-4,No,No,,Not specified,,Yes
16501,100 G,862,"BISMUTH, REAGENT, SHOT",,Yes,Yes,20,No,"Bismuth, Reagent, Shot",BOM,GFS GENERIC,7440-69-9,No,No,,Not specified,,Yes
16502,500 G,862,"BISMUTH, REAGENT, SHOT",,Yes,Yes,20,No,"Bismuth, Reagent, Shot",BOM,GFS GENERIC,7440-69-9,No,No,,Not specified,,Yes
16512,500 ML,4829,"DIETHYLENE GLYCOL DIMETHYL ETHER, 99%",,Yes,Yes,20,No,"Diethylene Glycol Dimethyl Ether, 99%",BOM,GFS GENERIC,111-96-6,No,Yes,"3,",Not specified,PGIII,Yes
16513,2.5 L,4829,"DIETHYLENE GLYCOL DIMETHYL ETHER, 99%",,Yes,Yes,20,No,"Diethylene Glycol Dimethyl Ether, 99%",BOM,GFS GENERIC,111-96-6,No,Yes,"3,",Not specified,PGIII,Yes
16514,20 L,4829,"DIETHYLENE GLYCOL DIMETHYL ETHER, 99%",,Yes,Yes,20,No,"Diethylene Glycol Dimethyl Ether, 99%",BOM,GFS GENERIC,111-96-6,No,Yes,"3,",Not specified,PGIII,Yes
16515,60 L,4829,"DIETHYLENE GLYCOL DIMETHYL ETHER, 99%",,Yes,No,20,No,"Diethylene Glycol Dimethyl Ether, 99%",BOM,GFS GENERIC,111-96-6,No,Yes,"3,",Not specified,PGIII,Yes
16531,100 G,863,"BISMUTH CHLORIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Bismuth Chloride, ACS",BOM,GFS GENERIC,7787-60-2,No,No,,Not specified,,Yes
16532,500 G,863,"BISMUTH CHLORIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Bismuth Chloride, ACS",BOM,GFS GENERIC,7787-60-2,No,No,,Not specified,,Yes
16533,25 G,863,"BISMUTH CHLORIDE, REAGENT (ACS)",,Yes,Yes,20,No,"Bismuth Chloride, ACS",BOM,GFS GENERIC,7787-60-2,No,No,,Not specified,,Yes
16542,500 G,2259,"BISMUTH OXIDE, REAGENT",,Yes,Yes,20,No,"Bismuth Oxide, Reagent",BOM,GFS GENERIC,1304-76-3,No,No,,Not specified,,Yes
16543,100 G,2259,"BISMUTH OXIDE, REAGENT",,Yes,Yes,20,No,"Bismuth Oxide, Reagent",BOM,GFS GENERIC,1304-76-3,No,No,,Not specified,,Yes
16571,100 G,864,"Bismuth Nitrate, Pentahydrate, Reagent (ACS)",,Yes,Yes,10,No,"Bismuth Nitrate, Pentahydrate, ACS",BOM,GFS GENERIC,10035-06-0,No,Yes,"5.1,",Not specified,PGIII,Yes
16572,500 G,864,"Bismuth Nitrate, Pentahydrate, Reagent (ACS)",,Yes,Yes,10,No,"Bismuth Nitrate, Pentahydrate, ACS",BOM,GFS GENERIC,10035-06-0,No,Yes,"5.1,",Not specified,PGIII,Yes
16573,2.5 KG,864,"Bismuth Nitrate, Pentahydrate, Reagent (ACS)",,Yes,Yes,10,No,"Bismuth Nitrate, Pentahydrate, ACS",BOM,GFS GENERIC,10035-06-0,No,Yes,"5.1,",Not specified,PGIII,Yes
16574,10 KG,864,"Bismuth Nitrate, Pentahydrate, Reagent (ACS)",,Yes,Yes,10,No,"Bismuth Nitrate, Pentahydrate, ACS",BOM,GFS GENERIC,10035-06-0,No,Yes,"5.1,",Not specified,PGIII,Yes
16575,50 KG,864,"Bismuth Nitrate, Pentahydrate, Reagent (ACS)",,Yes,No,10,No,"Bismuth Nitrate, Pentahydrate, ACS",BOM,GFS GENERIC,10035-06-0,No,Yes,"5.1,",Not specified,PGIII,Yes
16576,500 KG,864,"Bismuth Nitrate, Pentahydrate, Reagent (ACS)",,Yes,No,10,No,"Bismuth Nitrate, Pentahydrate, ACS",BOM,GFS GENERIC,10035-06-0,No,Yes,"5.1,",Not specified,PGIII,Yes
16577,1000 KG,864,"Bismuth Nitrate, Pentahydrate, Reagent (ACS)",,Yes,No,10,No,"Bismuth Nitrate, Pentahydrate, ACS",BOM,GFS GENERIC,10035-06-0,No,Yes,"5.1,",Not specified,PGIII,Yes
16581,25 G,1223,"BISMUTH OXIDE, 99.998%",,Yes,Yes,20,No,"Bismuth Oxide, 99.998%",BOM,GFS GENERIC,1304-76-3,No,No,,Not specified,,Yes
16582,100 G,1223,"BISMUTH OXIDE, 99.998%",,Yes,Yes,20,No,"Bismuth Oxide, 99.998%",BOM,GFS GENERIC,1304-76-3,No,No,,Not specified,,Yes
16591,25 G,A1020,"Bismuthyl Chloride, 99.99%",,Yes,Yes,10,No,"Bismuthyl Chloride, 99.99%",BOM,GFS GENERIC,7787-59-9,No,No,,Not specified,,Yes
16601,100 G,357,"Bismuthyl Perchlorate Monohydrate, Reagent",,Yes,Yes,10,No,"Bismuthyl Perchlorate Monohydrate, Reagent",BOM,GFS GENERIC,54509-78-3,No,Yes,"5.1,",Not specified,PGII,Yes
16602,500 G,357,"Bismuthyl Perchlorate Monohydrate, Reagent",,Yes,Yes,10,No,"Bismuthyl Perchlorate Monohydrate, Reagent",BOM,GFS GENERIC,54509-78-3,No,Yes,"5.1,",Not specified,PGII,Yes
16603,25 G,357,"Bismuthyl Perchlorate Monohydrate, Reagent",,Yes,Yes,10,No,"Bismuthyl Perchlorate Monohydrate, Reagent",BOM,GFS GENERIC,54509-78-3,No,Yes,"5.1,",Not specified,PGII,Yes
16661,500 ML,5285,"SODIUM HYPOCHLORITE SOLUTION, 10-13% AVAILABLE CHLORINE",,Yes,Yes,20,No,"Sodium Hypochlorite Solution, 10-13% Available Chlorine",BOM,GFS GENERIC,7681-52-9,No,Yes,"8,",Not specified,PGII,Yes
16662,4 L,5285,"SODIUM HYPOCHLORITE SOLUTION, 10-13% AVAILABLE CHLORINE",,Yes,Yes,20,No,"Sodium Hypochlorite Solution, 10-13% Available Chlorine",BOM,GFS GENERIC,7681-52-9,No,Yes,"8,",Not specified,PGII,Yes
16671,100 G,5316,"NICKEL CHLORIDE, HEXAHYDRATE, REAGENT (ACS)",,Yes,Yes,20,No,"Nickel Chloride, Hexahydrate, ACS",BOM,GFS GENERIC,7791-20-0,No,Yes,"6.1,",Not specified,PGIII,Yes
16672,500 G,5316,"NICKEL CHLORIDE, HEXAHYDRATE, REAGENT (ACS)",,Yes,Yes,20,No,"Nickel Chloride, Hexahydrate, ACS",BOM,GFS GENERIC,7791-20-0,No,Yes,"6.1,",Not specified,PGIII,Yes
16673,2.5 KG,5316,"NICKEL CHLORIDE, HEXAHYDRATE, REAGENT (ACS)",,Yes,Yes,20,No,"Nickel Chloride, Hexahydrate, ACS",BOM,GFS GENERIC,7791-20-0,No,Yes,"6.1,",Not specified,PGIII,Yes
16674,10 KG,5316,"NICKEL CHLORIDE, HEXAHYDRATE, REAGENT (ACS)",,Yes,No,20,No,"Nickel Chloride, Hexahydrate, ACS",BOM,GFS GENERIC,7791-20-0,No,Yes,"6.1,",Not specified,PGIII,Yes
16691,100 G,5485,"HYDROXYLAMMONIUM SULFATE, REAGENT (ACS)",,Yes,Yes,20,No,"Hydroxylammonium Sulfate, ACS",BOM,GFS GENERIC,10039-54-0,No,Yes,"8,",Not specified,PGIII,Yes
16692,500 G,5485,"HYDROXYLAMMONIUM SULFATE, REAGENT (ACS)",,Yes,Yes,20,No,"Hydroxylammonium Sulfate, ACS",BOM,GFS GENERIC,10039-54-0,No,Yes,"8,",Not specified,PGIII,Yes
16693,2.5 KG,5485,"HYDROXYLAMMONIUM SULFATE, REAGENT (ACS)",,Yes,Yes,20,No,"Hydroxylammonium Sulfate, ACS",BOM,GFS GENERIC,10039-54-0,No,Yes,"8,",Not specified,PGIII,Yes
1671,BULK L,1671,"WATERMARK KARL FISCHER COULOMETRIC VESSEL SOLUTION, DIAPHRAGMLESS, CHLOROFORM-FREE",,Yes,No,20,No,"Vessel Solution, Diaphragmless, Chloroform-Free, Watermark Coulometric Karl Fischer Reagent",Formula,WATERMARK,,No,Yes,"3,",Not specified,PGII,Yes
16711,5 G,5318,"4-Bromo-1-Butyne, 98%",,Yes,Yes,15,No,"4-Bromo-1-Butyne, 98%",BOM,GFS GENERIC,38771-21-0,No,Yes,"3,",Not specified,PGIII,Yes
16712,25 G,5318,"4-Bromo-1-Butyne, 98%",,Yes,No,15,No,"4-Bromo-1-Butyne, 98%",BOM,GFS GENERIC,38771-21-0,No,Yes,"3,",Not specified,PGIII,Yes
16713,100 G,5318,"4-Bromo-1-Butyne, 98%",,Yes,No,15,No,"4-Bromo-1-Butyne, 98%",BOM,GFS GENERIC,38771-21-0,No,Yes,"3,",Not specified,PGIII,Yes
16714,500 G,5318,"4-Bromo-1-Butyne, 98%",,Yes,No,15,No,"4-Bromo-1-Butyne, 98%",BOM,GFS ORGANIC,38771-21-0,No,Yes,"3,",Not specified,PGIII,Yes
16715,2.5 KG,5318,"4-Bromo-1-Butyne, 98%",,Yes,No,15,No,"4-Bromo-1-Butyne, 98%",BOM,GFS ORGANIC,38771-21-0,No,Yes,"3,",Not specified,PGIII,Yes
1672,BULK KG,1672,"Sodium Molybdate, Anhydrous, Reagent",,Yes,No,10,No,"Sodium Molybdate, Anhydrous, Reagent",Formula,GFS GENERIC,7631-95-0,No,No,,Not specified,,Yes
1674,BULK L,1674,"POTASSIUM HYDROXIDE SOLUTION, 0.1 N IN METHANOL",,Yes,No,20,No,Potassium Hydroxide 0.1 N Solution In Methanol,Formula,GFS GENERIC,1310-58-3,No,Yes,"3,",Not specified,PGII,Yes
1675,BULK L,1675,"SILVER NITRATE, SOLUTION, 1.0 N",,Yes,No,20,No,"Silver Nitrate, 1.0 N Solution",Formula,GFS GENERIC,7761-88-8,No,Yes,"8,",Not specified,PGII,Yes
16751,100 G,4882,POTASSIUM HEXAFLUOROZIRCONATE,,Yes,Yes,20,No,Potassium Hexafluorozirconate,BOM,GFS GENERIC,16923-95-8,No,Yes,"6.1,",Not specified,PGIII,Yes
16752,500 G,4882,POTASSIUM HEXAFLUOROZIRCONATE,,Yes,Yes,20,No,Potassium Hexafluorozirconate,BOM,GFS GENERIC,16923-95-8,No,Yes,"6.1,",Not specified,PGIII,Yes
16753,2.5 KG,4882,POTASSIUM HEXAFLUOROZIRCONATE,,Yes,Yes,20,No,Potassium Hexafluorozirconate,BOM,GFS GENERIC,16923-95-8,No,Yes,"6.1,",Not specified,PGIII,Yes
1677,BULK L,1677,"PERCHLORIC ACID SOLUTION, 0.1 N, AQUEOUS",,Yes,No,20,No,"Perchloric Acid, 0.1 N Aqueous Solution",Formula,GFS GENERIC,7601-90-3,No,Yes,"8,",Not specified,PGIII,Yes
1679,BULK L,1679,"METHYL ALCOHOL, REAGENT (ACS)",RAW,Yes,No,20,No,"Methyl Alcohol (Methanol), ACS",None,GFS GENERIC,67-56-1,No,Yes,"3,",Not specified,PGII,Yes
1680,BULK KG,1680,"TETRAMETHYLAMMONIUM HYDROXIDE, PENTAHYDRATE",RAW,Yes,No,20,No,"Tetramethylammonium Hydroxide, Pentahydrate",None,GFS GENERIC,10424-65-4,No,Yes,"8,",Not specified,PGII,Yes
1681,BULK KG,1681,"BENZOIC ACID, PRIMARY STANDARD",,Yes,No,20,No,"Benzoic Acid, Primary Standard",Formula,VERITAS,65-85-0,No,No,,Not specified,,Yes
16811,10 KG,3824,"1,10-Decanediol, 98%",,Yes,No,20,No,"1,10-Decanediol, 98%",BOM,GFS GENERIC,112-47-0,No,No,,Not specified,,Yes
16813,1 KG,3824,"1,10-Decanediol, 98%",,Yes,Yes,20,No,"1,10-Decanediol, 98%",BOM,GFS GENERIC,112-47-0,No,No,,Not specified,,Yes
1682,BULK L,1682,"HEPTANE, REAGENT GRADE",RAW,Yes,No,20,No,"Heptane, Reagent Grade",None,GFS GENERIC,142-82-5,No,Yes,"3,",Not specified,PGII,Yes
16821,10 G,3925,"4-Methyl-2-Pentyne, 97%",,Yes,Yes,15,No,"4-Methyl-2-Pentyne, 97%",BOM,GFS GENERIC,21020-27-9,No,Yes,"3,",Not specified,PGII,Yes
16822,50 G,3925,"4-Methyl-2-Pentyne, 97%",,Yes,No,15,No,"4-Methyl-2-Pentyne, 97%",BOM,GFS GENERIC,21020-27-9,No,Yes,"3,",Not specified,PGII,Yes
16841,500 ML,5312,"PROPYLENE OXIDE, 99%",,Yes,Yes,20,No,"Propylene Oxide, 99%",BOM,GFS GENERIC,75-56-9,No,Yes,"3,",Not specified,PGI,Yes
1685,BULK L,1685,"ACETIC ACID SOLUTION, 84%, REAGENT",,Yes,No,20,No,"Acetic Acid Solution, 84%, Reagent",Formula,GFS GENERIC,64-19-7,No,Yes,"8, (3),",Not specified,PGII,Yes
16851,5 G,3807,"3-Buten-1-ol, 98%",,Yes,Yes,15,No,"3-Buten-1-ol, 98%",BOM,GFS GENERIC,627-27-0,No,Yes,"3,",Not specified,PGIII,Yes
16852,50 G,3807,"3-Buten-1-ol, 98%",,Yes,Yes,15,No,"3-Buten-1-ol, 98%",BOM,GFS GENERIC,627-27-0,No,Yes,"3,",Not specified,PGIII,Yes
16853,1 KG,3807,"3-Buten-1-ol, 98%",,Yes,No,15,No,"3-Buten-1-ol, 98%",BOM,GFS ORGANIC,627-27-0,No,Yes,"3,",Not specified,PGIII,Yes
1686,BULK KG,1686,"Sodium Bitartrate, Monohydrate",,Yes,No,10,No,"Sodium Bitartrate, Monohydrate",Formula,GFS GENERIC,6131-98-2,No,No,,Not specified,,Yes
16861,5 G,2379,"1-Bromo-2,2-Dimethylpropane, 98%",,Yes,Yes,15,No,"1-Bromo-2,2-Dimethylpropane, 98%",BOM,GFS GENERIC,630-17-1,No,Yes,"3,",Not specified,PGII,Yes
16862,25 G,2379,"1-Bromo-2,2-Dimethylpropane, 98%",,Yes,Yes,15,No,"1-Bromo-2,2-Dimethylpropane, 98%",BOM,GFS GENERIC,630-17-1,No,Yes,"3,",Not specified,PGII,Yes
16863,100 G,2379,"1-Bromo-2,2-Dimethylpropane, 98%",,Yes,No,15,No,"1-Bromo-2,2-Dimethylpropane, 98%",BOM,GFS GENERIC,630-17-1,No,Yes,"3,",Not specified,PGII,Yes
16864,1 KG,2379,"1-Bromo-2,2-Dimethylpropane, 98%",,Yes,No,15,No,"1-Bromo-2,2-Dimethylpropane, 98%",BOM,GFS ORGANIC,630-17-1,No,Yes,"3,",Not specified,PGII,Yes
16865,20 KG,2379,"1-Bromo-2,2-Dimethylpropane, 98%",,Yes,No,15,No,"1-Bromo-2,2-Dimethylpropane, 98%",BOM,GFS ORGANIC,630-17-1,No,Yes,"3,",Not specified,PGII,Yes
1687,BULK KG,1687,"Lithium Phosphate, Monobasic",RAW,Yes,No,10,No,"Lithium Phosphate, Monobasic",None,GFS GENERIC,13453-80-0,No,No,,Not specified,,Yes
169,BULK KG,169,"SODIUM DIMETHYLGLYOXIME, OCTAHYDRATE",,Yes,No,20,No,"Sodium Dimethylglyoxime, Octahydrate",Formula,GFS GENERIC,75006-64-3,No,No,,Not specified,,Yes
1692,BULK KG,1692,"SODIUM TETRABORATE, ANHYDROUS, REAGENT",,Yes,No,20,No,"Sodium Tetraborate, Anhydrous, Reagent",Formula,GFS GENERIC,1330-43-4,No,No,,Not specified,,Yes
1693,BULK KG,1693,"POTASSIUM PERMANGANATE, LOW MERCURY, REAGENT (ACS)",RAW,Yes,No,20,No,"Potassium Permanganate, Low Mercury, ACS",Formula,GFS GENERIC,7722-64-7,Yes,Yes,"5.1,",Not specified,PGII,Yes
1694,BULK KG,1694,"Calcium Benzoate, Reagent",,Yes,No,10,No,"Calcium Benzoate, Reagent",Formula,GFS GENERIC,2090-05-3,No,No,,Not specified,,Yes
1695,BULK KG,1695,"POTASSIUM BENZOATE, REAGENT",RAW,Yes,No,20,No,"Potassium Benzoate, Reagent",None,GFS GENERIC,582-25-2,No,No,,Not specified,,Yes
1697,BULK KG,1697,"CADMIUM, METAL, 20-60 MESH, GRANULAR",,Yes,No,20,No,"Cadmium, Metal, 20-60 Mesh, Granular",Formula,GFS GENERIC,7440-43-9,No,Yes,"6.1,",Not specified,PGIII,Yes
1698,BULK KG,1698,"SODIUM CARBONATE, ANHYDROUS, PRIMARY STANDARD (ACS)",RAW,Yes,No,20,No,"Sodium Carbonate, Anhydrous, ACS, Primary Standard",Formula,VERITAS,497-19-8,No,No,,Not specified,,Yes
17,BULK KG,17,"Ceric Hydroxide, Reagent",,Yes,No,10,No,"Ceric Hydroxide, Reagent",Formula,GFS GENERIC,12014-56-1,No,No,,Not specified,,Yes
170,BULK KG,170,"SODIUM DIPHENYLAMINE SULFONATE, REAGENT (ACS)",RAW,Yes,No,20,No,"Sodium Diphenylamine Sulfonate, ACS",None,GFS GENERIC,6152-67-6,No,No,,Not specified,,Yes
1700,BULK L,1700,"ALUMINUM, 1000 ppm ICP STANDARD SOLUTION, in HYDROCHLORIC ACID",,Yes,No,20,No,"Aluminum, 1000 ppm ICP Standard Solution, In Hydrochloric Acid",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
1701,BULK L,1701,"ALUMINUM, 10,000 ppm ICP STANDARD SOLUTION",RAW,Yes,No,20,No,"Aluminum, 10,000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
1702,BULK L,1702,"ANTIMONY, 1000 ppm ICP STANDARD SOLUTION",,Yes,No,20,No,"Antimony, 1000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGII,Yes
1703,BULK L,1703,"ANTIMONY, 10,000 ppm ICP STANDARD SOLUTION",RAW,Yes,No,20,No,"Antimony, 10,000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGII,Yes
17031,500 G,5506,"DIMETHYLMALONATE, 98%",,Yes,Yes,20,No,"Dimethylmalonate, 98%",BOM,GFS GENERIC,108-59-8,No,No,,Not specified,,Yes
17032,2.5 KG,5506,"DIMETHYLMALONATE, 98%",,Yes,Yes,20,No,"Dimethylmalonate, 98%",BOM,GFS GENERIC,108-59-8,No,No,,Not specified,,Yes
1704,BULK L,1704,"ARSENIC, 1000 ppm ICP STANDARD SOLUTION",,Yes,No,20,No,"Arsenic, 1000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
17041,5 G,3836,"1,3-Dichloropropane, 99%",,Yes,Yes,15,No,"1,3-Dichloropropane, 99%",BOM,GFS GENERIC,142-28-9,No,Yes,"3,",Not specified,PGII,Yes
1705,BULK L,1705,"ARSENIC, 10,000 ppm ICP STANDARD SOLUTION",RAW,Yes,No,20,No,"Arsenic, 10,000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
17051,5 G,2532,"1-Iodo-2,2-Dimethylpropane, 98%",,Yes,Yes,15,No,"1-Iodo-2,2-Dimethylpropane, 98%",BOM,GFS GENERIC,15501-33-4,No,Yes,"3,",Not specified,PGIII,Yes
17052,25 G,2532,"1-Iodo-2,2-Dimethylpropane, 98%",,Yes,Yes,15,No,"1-Iodo-2,2-Dimethylpropane, 98%",BOM,GFS GENERIC,15501-33-4,No,Yes,"3,",Not specified,PGIII,Yes
17053,100 G,2532,"1-Iodo-2,2-Dimethylpropane, 98%",,Yes,No,15,No,"1-Iodo-2,2-Dimethylpropane, 98%",BOM,GFS GENERIC,15501-33-4,No,Yes,"3,",Not specified,PGIII,Yes
17054,1 KG,2532,"1-Iodo-2,2-Dimethylpropane, 98%",,Yes,No,15,No,"1-Iodo-2,2-Dimethylpropane, 98%",BOM,GFS ORGANIC,15501-33-4,No,Yes,"3,",Not specified,PGIII,Yes
1706,BULK L,1706,"BARIUM, 1000 ppm ICP STANDARD SOLUTION",,Yes,No,20,No,"Barium, 1000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
17062,200 L,5501,"N-Butylmagnesium Chloride, 2M, In Tetrahydrofuran",,Yes,No,15,No,"N-Butylmagnesium Chloride, 2M, In Tetrahydrofuran",BOM,GFS ORGANIC,693-04-9,No,Yes,"4.3, (3),",Not specified,PGI,Yes
1707,BULK L,1707,"BARIUM, 10,000 ppm ICP STANDARD SOLUTION",RAW,Yes,No,20,No,"Barium, 10,000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
17071,5 G,3933,"3-Nonyne, 98%",,Yes,Yes,15,No,"3-Nonyne, 98%",BOM,GFS GENERIC,20184-89-8,No,Yes,"3,",Not specified,PGIII,Yes
17072,25 G,3933,"3-Nonyne, 98%",,Yes,No,15,No,"3-Nonyne, 98%",BOM,GFS GENERIC,20184-89-8,No,Yes,"3,",Not specified,PGIII,Yes
17073,100 G,3933,"3-Nonyne, 98%",,Yes,No,15,No,"3-Nonyne, 98%",BOM,GFS GENERIC,20184-89-8,No,Yes,"3,",Not specified,PGIII,Yes
1708,BULK L,1708,"BERYLLIUM, 1000 ppm ICP STANDARD SOLUTION",,Yes,No,20,No,"Beryllium, 1000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
17081,5 G,3955,"1-Phenyl-1-Nonyne, 98%",,Yes,Yes,15,No,"1-Phenyl-1-Nonyne, 98%",BOM,GFS GENERIC,57718-18-0,No,No,,Not specified,,Yes
17082,25 G,3955,"1-Phenyl-1-Nonyne, 98%",,Yes,No,15,No,"1-Phenyl-1-Nonyne, 98%",BOM,GFS GENERIC,57718-18-0,No,No,,Not specified,,Yes
17083,100 G,3955,"1-Phenyl-1-Nonyne, 98%",,Yes,No,15,No,"1-Phenyl-1-Nonyne, 98%",BOM,GFS GENERIC,57718-18-0,No,No,,Not specified,,Yes
1709,BULK L,1709,"BERYLLIUM, 10,000 ppm ICP STANDARD SOLUTION",RAW,Yes,No,20,No,"Beryllium, 10,000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
17091,10 G,3966,"2-Tridecyn-1-ol, 97%",,Yes,No,15,No,"2-Tridecyn-1-ol, 97%",BOM,GFS GENERIC,51887-25-3,No,No,,Not specified,,Yes
17092,50 G,3966,"2-Tridecyn-1-ol, 97%",,Yes,No,15,No,"2-Tridecyn-1-ol, 97%",BOM,GFS GENERIC,51887-25-3,No,No,,Not specified,,Yes
17093,250 G,3966,"2-Tridecyn-1-ol, 97%",,Yes,No,15,No,"2-Tridecyn-1-ol, 97%",BOM,GFS GENERIC,51887-25-3,No,No,,Not specified,,Yes
171,BULK L,171,"SODIUM DIPHENYLAMINE SULFONATE, 0.005 M SOLUTION IN WATER",,Yes,No,20,No,"Sodium Diphenylamine Sulfonate, 0.005 M Solution In Water",Formula,GFS GENERIC,6152-67-6,No,No,,Not specified,,Yes
1710,BULK L,1710,"BISMUTH, 1000 ppm ICP STANDARD SOLUTION",RAW,Yes,No,20,No,"Bismuth, 1000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
1711,BULK L,1711,"BISMUTH, 10,000 ppm ICP STANDARD SOLUTION",RAW,Yes,No,20,No,"Bismuth, 10,000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
17111,1 G,A1113,Triphenylphosphine Palladium Chloride,,Yes,No,15,No,Triphenylphosphine Palladium Chloride,BOM,GFS GENERIC,13965-03-2,No,No,,Not specified,,Yes
17112,5 G,A1113,Triphenylphosphine Palladium Chloride,,Yes,No,15,No,Triphenylphosphine Palladium Chloride,BOM,GFS GENERIC,13965-03-2,No,No,,Not specified,,Yes
1712,BULK L,1712,"BORON, 1000 ppm ICP STANDARD SOLUTION",,Yes,No,20,No,"Boron, 1000 ppm ICP Standard Solution",None,GFS GENERIC,,No,No,,Not specified,,Yes
1713,BULK L,1713,"BORON, 10,000 ppm ICP STANDARD SOLUTION",RAW,Yes,No,20,No,"Boron, 10,000 ppm ICP Standard Solution",None,GFS GENERIC,,No,No,,Not specified,,Yes
1714,BULK L,1714,"CADMIUM, 1000 ppm ICP STANDARD SOLUTION",,Yes,No,20,No,"Cadmium, 1000 ppm ICP Standard Solution",None,GFS GENERIC,,No,Yes,"8,",Not specified,PGIII,Yes
